article_sku;category_name;foreign_key_sql
369367315;All Dog Dental Care;(SELECT uuid FROM subcategory WHERE category_name='All Dog Dental Care')
1215580783;Mens Workout Shorts;(SELECT uuid FROM subcategory WHERE category_name='Mens Workout Shorts')
1529931788;Casual Dresses;(SELECT uuid FROM subcategory WHERE category_name='Casual Dresses')
1184268274;Toddler Boys Swim Trunks;(SELECT uuid FROM subcategory WHERE category_name='Toddler Boys Swim Trunks')
2113674813;Black Curtains;(SELECT uuid FROM subcategory WHERE category_name='Black Curtains')
2389607103;Ready to heat soup;(SELECT uuid FROM subcategory WHERE category_name='Ready to heat soup')
1071546830;Party Dresses;(SELECT uuid FROM subcategory WHERE category_name='Party Dresses')
2005313526;Sateen Sheets;(SELECT uuid FROM subcategory WHERE category_name='Sateen Sheets')
2809076142;Shop Curtains;(SELECT uuid FROM subcategory WHERE category_name='Shop Curtains')
3069399905;Baby Girls Casual Dresses;(SELECT uuid FROM subcategory WHERE category_name='Baby Girls Casual Dresses')
5684704635;Anniversary Rings;(SELECT uuid FROM subcategory WHERE category_name='Anniversary Rings')
956751660;Wireless Bras;(SELECT uuid FROM subcategory WHERE category_name='Wireless Bras')
391028302;Shop All Fabric;(SELECT uuid FROM subcategory WHERE category_name='Shop All Fabric')
5264765893;Plus Size Sweaters;(SELECT uuid FROM subcategory WHERE category_name='Plus Size Sweaters')
5318876832;Plus Size Pants;(SELECT uuid FROM subcategory WHERE category_name='Plus Size Pants')
627797299;Outdoor Dog Beds;(SELECT uuid FROM subcategory WHERE category_name='Outdoor Dog Beds')
887578061;Womens Tank Tops;(SELECT uuid FROM subcategory WHERE category_name='Womens Tank Tops')
3808974443;Wireless Printers;(SELECT uuid FROM subcategory WHERE category_name='Wireless Printers')
242303426;Meal Replacements;(SELECT uuid FROM subcategory WHERE category_name='Meal Replacements')
1447301850;Reebok Womens Socks;(SELECT uuid FROM subcategory WHERE category_name='Reebok Womens Socks')
334681808;Womens Shoes;(SELECT uuid FROM subcategory WHERE category_name='Womens Shoes')
475973491;Mens Workout Shorts;(SELECT uuid FROM subcategory WHERE category_name='Mens Workout Shorts')
806310789;Womens Dresses;(SELECT uuid FROM subcategory WHERE category_name='Womens Dresses')
588404711;Womens Boyfriend Jeans;(SELECT uuid FROM subcategory WHERE category_name='Womens Boyfriend Jeans')
10291017;Pantry staples;(SELECT uuid FROM subcategory WHERE category_name='Pantry staples')
1825469871;Shop All Doormats;(SELECT uuid FROM subcategory WHERE category_name='Shop All Doormats')
5033822215;Colored Sheets;(SELECT uuid FROM subcategory WHERE category_name='Colored Sheets')
260485781;Memory Foam Mattresses;(SELECT uuid FROM subcategory WHERE category_name='Memory Foam Mattresses')
293568564;Juniors Blouses & Shirts;(SELECT uuid FROM subcategory WHERE category_name='Juniors Blouses & Shirts')
1649464157;Midi Dresses;(SELECT uuid FROM subcategory WHERE category_name='Midi Dresses')
2320713397;Womens Sweaters;(SELECT uuid FROM subcategory WHERE category_name='Womens Sweaters')
10321730;Condensed soup;(SELECT uuid FROM subcategory WHERE category_name='Condensed soup')
5075703391;Bed Blankets;(SELECT uuid FROM subcategory WHERE category_name='Bed Blankets')
5117551291;Kids Towels;(SELECT uuid FROM subcategory WHERE category_name='Kids Towels')
391736091;Outdoor Chaise Lounges;(SELECT uuid FROM subcategory WHERE category_name='Outdoor Chaise Lounges')
247655086;Quilt Sets;(SELECT uuid FROM subcategory WHERE category_name='Quilt Sets')
661900017;Mens Hoodies;(SELECT uuid FROM subcategory WHERE category_name='Mens Hoodies')
1995467623;Womens Water Shoes;(SELECT uuid FROM subcategory WHERE category_name='Womens Water Shoes')
5399113664;Young Adult Swimsuits;(SELECT uuid FROM subcategory WHERE category_name='Young Adult Swimsuits')
5255852824;Womens Tops;(SELECT uuid FROM subcategory WHERE category_name='Womens Tops')
5296247194;Young Adult Swimsuits;(SELECT uuid FROM subcategory WHERE category_name='Young Adult Swimsuits')
22374157;Static Guard;(SELECT uuid FROM subcategory WHERE category_name='Static Guard')
5062553620;Dry Mouth Mouthwash;(SELECT uuid FROM subcategory WHERE category_name='Dry Mouth Mouthwash')
5334053510;All Runner Rugs;(SELECT uuid FROM subcategory WHERE category_name='All Runner Rugs')
3329480014;Womens Sweaters;(SELECT uuid FROM subcategory WHERE category_name='Womens Sweaters')
5438189890;Baby Boys Dressy Outfit Sets;(SELECT uuid FROM subcategory WHERE category_name='Baby Boys Dressy Outfit Sets')
3139034210;Womens Sweaters;(SELECT uuid FROM subcategory WHERE category_name='Womens Sweaters')
411359040;All Makeup;(SELECT uuid FROM subcategory WHERE category_name='All Makeup')
430528189;Blackout Curtains;(SELECT uuid FROM subcategory WHERE category_name='Blackout Curtains')
2138573500;Shoe Racks;(SELECT uuid FROM subcategory WHERE category_name='Shoe Racks')
1323968162;Maternity T-Shirts;(SELECT uuid FROM subcategory WHERE category_name='Maternity T-Shirts')
1596170774;Womens Tops;(SELECT uuid FROM subcategory WHERE category_name='Womens Tops')
1094272697;Mens Workout Shorts;(SELECT uuid FROM subcategory WHERE category_name='Mens Workout Shorts')
680639889;Mens Workout Shirts;(SELECT uuid FROM subcategory WHERE category_name='Mens Workout Shirts')
141988874;Fruit of the Loom Mens T-Shirts;(SELECT uuid FROM subcategory WHERE category_name='Fruit of the Loom Mens T-Shirts')
5260989718;Womens Bucket Hats;(SELECT uuid FROM subcategory WHERE category_name='Womens Bucket Hats')
173530386;Eye Shadow Stick;(SELECT uuid FROM subcategory WHERE category_name='Eye Shadow Stick')
179112912;Beta Carotene;(SELECT uuid FROM subcategory WHERE category_name='Beta Carotene')
1808782059;Cooling Sheets;(SELECT uuid FROM subcategory WHERE category_name='Cooling Sheets')
2608501628;Cooling Sheets;(SELECT uuid FROM subcategory WHERE category_name='Cooling Sheets')
2716531748;Mens Shorts;(SELECT uuid FROM subcategory WHERE category_name='Mens Shorts')
1696601956;Cooling Sheets;(SELECT uuid FROM subcategory WHERE category_name='Cooling Sheets')
1578815246;Womens Pajama Sets;(SELECT uuid FROM subcategory WHERE category_name='Womens Pajama Sets')
507995811;Plus Size Tops;(SELECT uuid FROM subcategory WHERE category_name='Plus Size Tops')
1766457787;Womens Shorts;(SELECT uuid FROM subcategory WHERE category_name='Womens Shorts')
5242746669;Shop all kids;(SELECT uuid FROM subcategory WHERE category_name='Shop all kids')
1923891914;Cooling Sheets;(SELECT uuid FROM subcategory WHERE category_name='Cooling Sheets')
615343705;Mens Tuxedos;(SELECT uuid FROM subcategory WHERE category_name='Mens Tuxedos')
751000864;Plus Size Tops;(SELECT uuid FROM subcategory WHERE category_name='Plus Size Tops')
2296809880;Girls Birthday Outfits;(SELECT uuid FROM subcategory WHERE category_name='Girls Birthday Outfits')
1580280605;All Kids Costumes & Dress-Up;(SELECT uuid FROM subcategory WHERE category_name='All Kids Costumes & Dress-Up')
3155849704;Cooling Sheets;(SELECT uuid FROM subcategory WHERE category_name='Cooling Sheets')
894966089;Womens Espadrille Sandals;(SELECT uuid FROM subcategory WHERE category_name='Womens Espadrille Sandals')
2007056084;Cooling Sheets;(SELECT uuid FROM subcategory WHERE category_name='Cooling Sheets')
5580712192;Womens Footbed Sandals;(SELECT uuid FROM subcategory WHERE category_name='Womens Footbed Sandals')
5459864163;Girls Skirts and Scooters;(SELECT uuid FROM subcategory WHERE category_name='Girls Skirts and Scooters')
25997723;Premium Cologne for Men;(SELECT uuid FROM subcategory WHERE category_name='Premium Cologne for Men')
821774391;Womens Casual Shoes;(SELECT uuid FROM subcategory WHERE category_name='Womens Casual Shoes')
2178343909;Womens Blouses;(SELECT uuid FROM subcategory WHERE category_name='Womens Blouses')
141383946;Womens Tops;(SELECT uuid FROM subcategory WHERE category_name='Womens Tops')
46108209;Cleansing;(SELECT uuid FROM subcategory WHERE category_name='Cleansing')
5016845519;Plus Size Tops;(SELECT uuid FROM subcategory WHERE category_name='Plus Size Tops')
990338209;All Halloween Candy;(SELECT uuid FROM subcategory WHERE category_name='All Halloween Candy')
663403068;All Halloween Candy;(SELECT uuid FROM subcategory WHERE category_name='All Halloween Candy')
5091583903;Bed Pillows;(SELECT uuid FROM subcategory WHERE category_name='Bed Pillows')
5439347407;Adult Electric Scooters;(SELECT uuid FROM subcategory WHERE category_name='Adult Electric Scooters')
885092913;Campbells;(SELECT uuid FROM subcategory WHERE category_name='Campbells')
707869062;Womens Flip Flops;(SELECT uuid FROM subcategory WHERE category_name='Womens Flip Flops')
716834839;Womens Blouses;(SELECT uuid FROM subcategory WHERE category_name='Womens Blouses')
5043424192;Young Adult Sweatshirts & Hoodies;(SELECT uuid FROM subcategory WHERE category_name='Young Adult Sweatshirts & Hoodies')
136966561;Underwire Bras;(SELECT uuid FROM subcategory WHERE category_name='Underwire Bras')
294612862;Boys Pajama Sets;(SELECT uuid FROM subcategory WHERE category_name='Boys Pajama Sets')
824154912;Plus Size Tshirts;(SELECT uuid FROM subcategory WHERE category_name='Plus Size Tshirts')
908232424;Eyelash Enhancer;(SELECT uuid FROM subcategory WHERE category_name='Eyelash Enhancer')
35950141;Pets Subscription;(SELECT uuid FROM subcategory WHERE category_name='Pets Subscription')
1093743201;Bed Blankets;(SELECT uuid FROM subcategory WHERE category_name='Bed Blankets')
112580004;Boxed christmas chocolate;(SELECT uuid FROM subcategory WHERE category_name='Boxed christmas chocolate')
5263061952;Plus Size Dresses;(SELECT uuid FROM subcategory WHERE category_name='Plus Size Dresses')
1317394371;Mens Sweatpants;(SELECT uuid FROM subcategory WHERE category_name='Mens Sweatpants')
5154946825;Fruit of the Loom Boxer Briefs;(SELECT uuid FROM subcategory WHERE category_name='Fruit of the Loom Boxer Briefs')
3046604016;9 Drawer Dressers;(SELECT uuid FROM subcategory WHERE category_name='9 Drawer Dressers')
1840696696;Womens Blouses;(SELECT uuid FROM subcategory WHERE category_name='Womens Blouses')
1674361964;Cardigans for Women;(SELECT uuid FROM subcategory WHERE category_name='Cardigans for Women')
5661609857;Auburn Hair Color;(SELECT uuid FROM subcategory WHERE category_name='Auburn Hair Color')
565404638;Desk Chairs;(SELECT uuid FROM subcategory WHERE category_name='Desk Chairs')
46280772;Hand Creams;(SELECT uuid FROM subcategory WHERE category_name='Hand Creams')
494669579;Wireless Bras;(SELECT uuid FROM subcategory WHERE category_name='Wireless Bras')
230846860;Shop All Teens Bedding;(SELECT uuid FROM subcategory WHERE category_name='Shop All Teens Bedding')
676413174;Boys Socks;(SELECT uuid FROM subcategory WHERE category_name='Boys Socks')
5201103967;Liquid Foundation;(SELECT uuid FROM subcategory WHERE category_name='Liquid Foundation')
482608909;Plus Size Activewear;(SELECT uuid FROM subcategory WHERE category_name='Plus Size Activewear')
45091502;Shop Curtains;(SELECT uuid FROM subcategory WHERE category_name='Shop Curtains')
5155961106;Mens Pajama Sets;(SELECT uuid FROM subcategory WHERE category_name='Mens Pajama Sets')
5157204153;Mens Pajama Sets;(SELECT uuid FROM subcategory WHERE category_name='Mens Pajama Sets')
132075558;Medgear Scrubs;(SELECT uuid FROM subcategory WHERE category_name='Medgear Scrubs')
5267464734;Shop All Slow Cookers;(SELECT uuid FROM subcategory WHERE category_name='Shop All Slow Cookers')
3331024751;Bathroom Cleaners;(SELECT uuid FROM subcategory WHERE category_name='Bathroom Cleaners')
144433429;Down Alternative Comforters;(SELECT uuid FROM subcategory WHERE category_name='Down Alternative Comforters')
145946079;Womens Panties;(SELECT uuid FROM subcategory WHERE category_name='Womens Panties')
413714617;Womens Bras;(SELECT uuid FROM subcategory WHERE category_name='Womens Bras')
1160636802;Mens Thermal Underwear;(SELECT uuid FROM subcategory WHERE category_name='Mens Thermal Underwear')
5506488018;Girls Uniform Bottoms;(SELECT uuid FROM subcategory WHERE category_name='Girls Uniform Bottoms')
5618790028;Womens Bras;(SELECT uuid FROM subcategory WHERE category_name='Womens Bras')
1746644909;Wireless Bras;(SELECT uuid FROM subcategory WHERE category_name='Wireless Bras')
5437274320;Womens Swimsuit Tops;(SELECT uuid FROM subcategory WHERE category_name='Womens Swimsuit Tops')
1133249439;Womens Blouses;(SELECT uuid FROM subcategory WHERE category_name='Womens Blouses')
162048057;Pillowcases;(SELECT uuid FROM subcategory WHERE category_name='Pillowcases')
784549946;Boys Gloves & Mittens;(SELECT uuid FROM subcategory WHERE category_name='Boys Gloves & Mittens')
1184748900;Plus Size Tops;(SELECT uuid FROM subcategory WHERE category_name='Plus Size Tops')
410834007;Stilettos;(SELECT uuid FROM subcategory WHERE category_name='Stilettos')
5446692947;Womens Athletic Shorts;(SELECT uuid FROM subcategory WHERE category_name='Womens Athletic Shorts')
2212970912;High Support;(SELECT uuid FROM subcategory WHERE category_name='High Support')
348229800;Stilettos;(SELECT uuid FROM subcategory WHERE category_name='Stilettos')
819152370;Plus Size Loungewear;(SELECT uuid FROM subcategory WHERE category_name='Plus Size Loungewear')
5202943775;Womens Blouses;(SELECT uuid FROM subcategory WHERE category_name='Womens Blouses')
1624985447;Ice Cream Bars;(SELECT uuid FROM subcategory WHERE category_name='Ice Cream Bars')
5259156723;Womens Blouses;(SELECT uuid FROM subcategory WHERE category_name='Womens Blouses')
5619052041;Mens Pants;(SELECT uuid FROM subcategory WHERE category_name='Mens Pants')
3855217628;Reebok Womens Socks;(SELECT uuid FROM subcategory WHERE category_name='Reebok Womens Socks')
273178513;Plus Size Jeans;(SELECT uuid FROM subcategory WHERE category_name='Plus Size Jeans')
1098927823;Hanes Mens T-Shirts;(SELECT uuid FROM subcategory WHERE category_name='Hanes Mens T-Shirts')
188574478;Womens Panties;(SELECT uuid FROM subcategory WHERE category_name='Womens Panties')
2930335791;Comforter Sets;(SELECT uuid FROM subcategory WHERE category_name='Comforter Sets')
287819116;Mens Cargo Shorts;(SELECT uuid FROM subcategory WHERE category_name='Mens Cargo Shorts')
3230824340;Mens Cargo Shorts;(SELECT uuid FROM subcategory WHERE category_name='Mens Cargo Shorts')
2812601267;Workout Leggings;(SELECT uuid FROM subcategory WHERE category_name='Workout Leggings')
5456564238;Womens Blouses;(SELECT uuid FROM subcategory WHERE category_name='Womens Blouses')
10294756;Canned fruit;(SELECT uuid FROM subcategory WHERE category_name='Canned fruit')
283514640;Womens Shoes;(SELECT uuid FROM subcategory WHERE category_name='Womens Shoes')
2747441586;Womens Sweaters;(SELECT uuid FROM subcategory WHERE category_name='Womens Sweaters')
1178468491;Quilt Sets;(SELECT uuid FROM subcategory WHERE category_name='Quilt Sets')
5235534483;Plus Size Tops;(SELECT uuid FROM subcategory WHERE category_name='Plus Size Tops')
45696491;Hand Creams;(SELECT uuid FROM subcategory WHERE category_name='Hand Creams')
1127823001;Quilt Sets;(SELECT uuid FROM subcategory WHERE category_name='Quilt Sets')
3570466301;Womens Workwear Sweaters;(SELECT uuid FROM subcategory WHERE category_name='Womens Workwear Sweaters')
293084792;Upholstered Headboards;(SELECT uuid FROM subcategory WHERE category_name='Upholstered Headboards')
3876384696;Shop all Massagers;(SELECT uuid FROM subcategory WHERE category_name='Shop all Massagers')
5353145797;Belts;(SELECT uuid FROM subcategory WHERE category_name='Belts')
3767897669;Womens Athletic Shorts;(SELECT uuid FROM subcategory WHERE category_name='Womens Athletic Shorts')
2409305560;Mattress Toppers;(SELECT uuid FROM subcategory WHERE category_name='Mattress Toppers')
34203165;Pets Subscription;(SELECT uuid FROM subcategory WHERE category_name='Pets Subscription')
199440001;Clean & Clear;(SELECT uuid FROM subcategory WHERE category_name='Clean & Clear')
102593173;Mens Workout Shirts;(SELECT uuid FROM subcategory WHERE category_name='Mens Workout Shirts')
283928117;Womens Booties;(SELECT uuid FROM subcategory WHERE category_name='Womens Booties')
5246848011;Plus Size Tops;(SELECT uuid FROM subcategory WHERE category_name='Plus Size Tops')
5057611924;Maternity Blouses & Shirts;(SELECT uuid FROM subcategory WHERE category_name='Maternity Blouses & Shirts')
182543171;Chocolate Bars;(SELECT uuid FROM subcategory WHERE category_name='Chocolate Bars')
356494621;Underwire Bras;(SELECT uuid FROM subcategory WHERE category_name='Underwire Bras')
484579696;Clearance Outdoor Cooking;(SELECT uuid FROM subcategory WHERE category_name='Clearance Outdoor Cooking')
2363655537;Colored Sheets;(SELECT uuid FROM subcategory WHERE category_name='Colored Sheets')
891036133;Throw Pillow Covers;(SELECT uuid FROM subcategory WHERE category_name='Throw Pillow Covers')
3099936296;Colored Sheets;(SELECT uuid FROM subcategory WHERE category_name='Colored Sheets')
2200709686;Shop Curtains;(SELECT uuid FROM subcategory WHERE category_name='Shop Curtains')
3927553601;Cooling Sheets;(SELECT uuid FROM subcategory WHERE category_name='Cooling Sheets')
921078120;Mens Work Uniforms;(SELECT uuid FROM subcategory WHERE category_name='Mens Work Uniforms')
431812530;Mens Pants;(SELECT uuid FROM subcategory WHERE category_name='Mens Pants')
2766690588;Casual Dresses;(SELECT uuid FROM subcategory WHERE category_name='Casual Dresses')
969756484;Casual Dresses;(SELECT uuid FROM subcategory WHERE category_name='Casual Dresses')
3096395012;Colored Sheets;(SELECT uuid FROM subcategory WHERE category_name='Colored Sheets')
2399732101;Plastic Outdoor Rugs;(SELECT uuid FROM subcategory WHERE category_name='Plastic Outdoor Rugs')
1432750193;Lingerie Sets;(SELECT uuid FROM subcategory WHERE category_name='Lingerie Sets')
2474453493;Shop Curtains;(SELECT uuid FROM subcategory WHERE category_name='Shop Curtains')
3638167663;Colored Sheets;(SELECT uuid FROM subcategory WHERE category_name='Colored Sheets')
408608184;Hand Soaps;(SELECT uuid FROM subcategory WHERE category_name='Hand Soaps')
845174402;Hand Soaps;(SELECT uuid FROM subcategory WHERE category_name='Hand Soaps')
348784401;Plus Size Lingerie;(SELECT uuid FROM subcategory WHERE category_name='Plus Size Lingerie')
2406844307;Mens Casual Button Down Shirts;(SELECT uuid FROM subcategory WHERE category_name='Mens Casual Button Down Shirts')
1774925941;Sateen Sheets;(SELECT uuid FROM subcategory WHERE category_name='Sateen Sheets')
5530831029;Bedding Sets;(SELECT uuid FROM subcategory WHERE category_name='Bedding Sets')
1357206123;Bed Sheets;(SELECT uuid FROM subcategory WHERE category_name='Bed Sheets')
674437651;Underwire Bras;(SELECT uuid FROM subcategory WHERE category_name='Underwire Bras')
261700925;All Runner Rugs;(SELECT uuid FROM subcategory WHERE category_name='All Runner Rugs')
150973791;All Runner Rugs;(SELECT uuid FROM subcategory WHERE category_name='All Runner Rugs')
437491833;Sandals & Flip-Flops;(SELECT uuid FROM subcategory WHERE category_name='Sandals & Flip-Flops')
5664556275;Garnier Hair Care;(SELECT uuid FROM subcategory WHERE category_name='Garnier Hair Care')
5116316140;Womens Pajama Sets;(SELECT uuid FROM subcategory WHERE category_name='Womens Pajama Sets')
6077957065;Womens Nightshirts & Gowns;(SELECT uuid FROM subcategory WHERE category_name='Womens Nightshirts & Gowns')
2890664646;Socks;(SELECT uuid FROM subcategory WHERE category_name='Socks')
10997171;All Mascara;(SELECT uuid FROM subcategory WHERE category_name='All Mascara')
3440558193;Cocokind;(SELECT uuid FROM subcategory WHERE category_name='Cocokind')
1685004864;Anti-Fatigue Mats;(SELECT uuid FROM subcategory WHERE category_name='Anti-Fatigue Mats')
3813188391;Tshirts for Women;(SELECT uuid FROM subcategory WHERE category_name='Tshirts for Women')
1932369237;Duvet Covers;(SELECT uuid FROM subcategory WHERE category_name='Duvet Covers')
5205738441;Womens Casual Shoes;(SELECT uuid FROM subcategory WHERE category_name='Womens Casual Shoes')
522908316;Workout Leggings;(SELECT uuid FROM subcategory WHERE category_name='Workout Leggings')
944493507;Shop Curtains;(SELECT uuid FROM subcategory WHERE category_name='Shop Curtains')
925909118;Pillowcases;(SELECT uuid FROM subcategory WHERE category_name='Pillowcases')
1242706991;Womens Plus Skirts;(SELECT uuid FROM subcategory WHERE category_name='Womens Plus Skirts')
229653852;Kites;(SELECT uuid FROM subcategory WHERE category_name='Kites')
194099996;All Runner Rugs;(SELECT uuid FROM subcategory WHERE category_name='All Runner Rugs')
867415088;Queen Comforters;(SELECT uuid FROM subcategory WHERE category_name='Queen Comforters')
1179986474;Shop Curtains;(SELECT uuid FROM subcategory WHERE category_name='Shop Curtains')
781490570;Mens Disney Tees;(SELECT uuid FROM subcategory WHERE category_name='Mens Disney Tees')
435835263;Plus Size Activewear;(SELECT uuid FROM subcategory WHERE category_name='Plus Size Activewear')
689096319;Metallic Decorative Baking;(SELECT uuid FROM subcategory WHERE category_name='Metallic Decorative Baking')
215916201;Womens Petite Plus Size;(SELECT uuid FROM subcategory WHERE category_name='Womens Petite Plus Size')
141757585;Boys Swim Trunks;(SELECT uuid FROM subcategory WHERE category_name='Boys Swim Trunks')
953950834;Mens Pajama Bottoms;(SELECT uuid FROM subcategory WHERE category_name='Mens Pajama Bottoms')
3830058162;Cooling Sheets;(SELECT uuid FROM subcategory WHERE category_name='Cooling Sheets')
795932094;All Area Rugs;(SELECT uuid FROM subcategory WHERE category_name='All Area Rugs')
2844883584;Bodycon Dresses;(SELECT uuid FROM subcategory WHERE category_name='Bodycon Dresses')
5570308806;Womens Workwear Blouses;(SELECT uuid FROM subcategory WHERE category_name='Womens Workwear Blouses')
120531433;Block Heels;(SELECT uuid FROM subcategory WHERE category_name='Block Heels')
711383103;Plus Size Activewear;(SELECT uuid FROM subcategory WHERE category_name='Plus Size Activewear')
5464166617;Womens Athletic Shorts;(SELECT uuid FROM subcategory WHERE category_name='Womens Athletic Shorts')
486462188;Workout Leggings;(SELECT uuid FROM subcategory WHERE category_name='Workout Leggings')
2978837194;Lingerie Sets;(SELECT uuid FROM subcategory WHERE category_name='Lingerie Sets')
1734365938;Baby Girls Bodysuits;(SELECT uuid FROM subcategory WHERE category_name='Baby Girls Bodysuits')
943193551;Womens Tank Tops;(SELECT uuid FROM subcategory WHERE category_name='Womens Tank Tops')
1613734417;Womens Dresses;(SELECT uuid FROM subcategory WHERE category_name='Womens Dresses')
5054051408;Womens Casual Shoes;(SELECT uuid FROM subcategory WHERE category_name='Womens Casual Shoes')
3772538778;Big and Tall Workout Shorts;(SELECT uuid FROM subcategory WHERE category_name='Big and Tall Workout Shorts')
1914959787;Girls Dresses;(SELECT uuid FROM subcategory WHERE category_name='Girls Dresses')
1985101100;Girls Dresses;(SELECT uuid FROM subcategory WHERE category_name='Girls Dresses')
603804009;Gold Earrings;(SELECT uuid FROM subcategory WHERE category_name='Gold Earrings')
913982677;Plus Size Jeans;(SELECT uuid FROM subcategory WHERE category_name='Plus Size Jeans')
5193241215;NYX Professional Eye Makeup;(SELECT uuid FROM subcategory WHERE category_name='NYX Professional Eye Makeup')
5168273880;Plus Size Underwire Bras;(SELECT uuid FROM subcategory WHERE category_name='Plus Size Underwire Bras')
5130393284;Plus Size Underwire Bras;(SELECT uuid FROM subcategory WHERE category_name='Plus Size Underwire Bras')
366367982;Snow Cone Syrup;(SELECT uuid FROM subcategory WHERE category_name='Snow Cone Syrup')
2842158715;Mens Workout Pants;(SELECT uuid FROM subcategory WHERE category_name='Mens Workout Pants')
794414806;Womens Tank Tops;(SELECT uuid FROM subcategory WHERE category_name='Womens Tank Tops')
3599349614;Mens Workout Pants;(SELECT uuid FROM subcategory WHERE category_name='Mens Workout Pants')
5002982468;Jockey Panties;(SELECT uuid FROM subcategory WHERE category_name='Jockey Panties')
6292721825;All Area Rugs;(SELECT uuid FROM subcategory WHERE category_name='All Area Rugs')
472338698;Mens Slim Fit Jeans;(SELECT uuid FROM subcategory WHERE category_name='Mens Slim Fit Jeans')
512809025;Underwire Bras;(SELECT uuid FROM subcategory WHERE category_name='Underwire Bras')
1589505386;Block Heels;(SELECT uuid FROM subcategory WHERE category_name='Block Heels')
10309083;Red Hair Dye;(SELECT uuid FROM subcategory WHERE category_name='Red Hair Dye')
3588670272;Toddler Sandals;(SELECT uuid FROM subcategory WHERE category_name='Toddler Sandals')
40329655;Boys Tshirts;(SELECT uuid FROM subcategory WHERE category_name='Boys Tshirts')
877815391;Outdoor Tablecloths;(SELECT uuid FROM subcategory WHERE category_name='Outdoor Tablecloths')
331844620;Colored Sheets;(SELECT uuid FROM subcategory WHERE category_name='Colored Sheets')
373130680;Plus Size Jeans;(SELECT uuid FROM subcategory WHERE category_name='Plus Size Jeans')
